area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
127036003,ROI small area,"Tuam, Limerick and Killaloe",127036003,1,12,0,205
127090003,ROI small area,"Cork, Cloyne and Ross",127090003,1,1,2,289
037079004,ROI small area,"Tuam, Limerick and Killaloe",037079004,1,0,9,192
037027032,ROI small area,"Tuam, Limerick and Killaloe",037027032,11,11,1,154
037027014,ROI small area,"Tuam, Limerick and Killaloe",037027014,18,81,50,642
048061005,ROI small area,"Cork, Cloyne and Ross",048061005,1,22,4,313
048048006,ROI small area,"Cork, Cloyne and Ross",048048006,1,2,1,224
048064007,ROI small area,"Cork, Cloyne and Ross",048064007,2,0,2,266
047090017,ROI small area,"Cork, Cloyne and Ross",047090017,1,7,6,162
047196002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
077020002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047072023,ROI small area,"Cork, Cloyne and Ross",047072023,45,9,33,423
077160069,ROI small area,"Tuam, Limerick and Killaloe",077160069,5,5,13,172
077160033,ROI small area,"Tuam, Limerick and Killaloe",077160033,10,31,19,227
047183004,ROI small area,"Cork, Cloyne and Ross",047183004,2,0,2,305
047270003,ROI small area,"Cork, Cloyne and Ross",047270003,0,1,3,257
047028003,ROI small area,"Cork, Cloyne and Ross",047028003,1,2,0,275
047250006,ROI small area,"Cork, Cloyne and Ross",047250006,0,2,1,273
047054014,ROI small area,"Cork, Cloyne and Ross",047054014,0,1,17,336
048007006,ROI small area,"Cork, Cloyne and Ross",048007006,4,11,4,300
047072036,ROI small area,"Cork, Cloyne and Ross",047072036,5,7,7,307
047072029,ROI small area,"Cork, Cloyne and Ross",047072029,1,5,0,201
037143006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037143004,ROI small area,"Tuam, Limerick and Killaloe",037143004,0,0,2,301
077129004,ROI small area,"Tuam, Limerick and Killaloe",077129004,5,5,0,258
077015004,ROI small area,"Tuam, Limerick and Killaloe",077015004,0,0,0,268
077138003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
048059002,ROI small area,"Cork, Cloyne and Ross",048059002,1,14,7,225
048059001,ROI small area,"Cork, Cloyne and Ross",048059001,3,11,5,169
047277020,ROI small area,"Cork, Cloyne and Ross",047277020,2,0,6,284
047277025,ROI small area,"Cork, Cloyne and Ross",047277025,14,3,10,570
047277026,ROI small area,"Cork, Cloyne and Ross",047277026,4,9,1,158
037143008,ROI small area,"Tuam, Limerick and Killaloe",037143008,5,10,11,309
127003005,ROI small area,"Tuam, Limerick and Killaloe",127003005,0,2,2,171
048008005,ROI small area,"Cork, Cloyne and Ross",048008005,1,13,4,283
048031003,ROI small area,"Cork, Cloyne and Ross",048031003,1,49,6,197
048006003,ROI small area,"Cork, Cloyne and Ross",048006003,0,20,3,231
127026025,ROI small area,"Tuam, Limerick and Killaloe",127026025,2,3,9,263
127026035,ROI small area,"Tuam, Limerick and Killaloe",127026035,5,40,9,239
128019004,ROI small area,"Tuam, Limerick and Killaloe",128019004,6,0,3,231
127106002,ROI small area,"Tuam, Limerick and Killaloe",127106002,8,2,1,251
127026016,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037057065,ROI small area,"Tuam, Limerick and Killaloe",037057065,1,4,7,271
037155001,ROI small area,"Tuam, Limerick and Killaloe",037155001,11,6,4,152
077128016,ROI small area,"Tuam, Limerick and Killaloe",077128016,0,4,3,258
128019006,ROI small area,"Tuam, Limerick and Killaloe",128019006,0,0,2,335
127017001,ROI small area,"Tuam, Limerick and Killaloe",127017001,0,4,3,343
128020004/128020005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
128037001,ROI small area,"Tuam, Limerick and Killaloe",128037001,0,0,1,296
037050004,ROI small area,"Tuam, Limerick and Killaloe",037050004,0,10,0,247
037057058,ROI small area,"Tuam, Limerick and Killaloe",037057058,12,6,10,178
077128015,ROI small area,"Tuam, Limerick and Killaloe",077128015,0,0,6,318
077128005,ROI small area,"Tuam, Limerick and Killaloe",077128005,6,0,1,259
077128004,ROI small area,"Tuam, Limerick and Killaloe",077128004,1,0,3,323
077127004,ROI small area,"Tuam, Limerick and Killaloe",077127004,1,1,4,284
077104003,ROI small area,"Tuam, Limerick and Killaloe",077104003,0,0,1,152
037057005,ROI small area,"Tuam, Limerick and Killaloe",037057005,3,16,9,129
037057049,ROI small area,"Tuam, Limerick and Killaloe",037057049,33,17,16,221
037154007,ROI small area,"Tuam, Limerick and Killaloe",037154007,0,7,3,112
047016051,ROI small area,"Cork, Cloyne and Ross",047016051,56,4,7,180
047016061,ROI small area,"Cork, Cloyne and Ross",047016061,6,11,6,161
048010004,ROI small area,"Cork, Cloyne and Ross",048010004,0,5,5,256
047178017,ROI small area,"Cork, Cloyne and Ross",047178017,12,81,18,212
047072008,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047072006,ROI small area,"Cork, Cloyne and Ross",047072006,7,3,9,391
047072001,ROI small area,"Cork, Cloyne and Ross",047072001,9,2,1,275
047235016,ROI small area,"Cork, Cloyne and Ross",047235016,4,26,5,234
047235026/01,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
077044013,ROI small area,"Tuam, Limerick and Killaloe",077044013,1,2,4,202
077160009,ROI small area,"Tuam, Limerick and Killaloe",077160009,11,2,5,191
048041002,ROI small area,"Cork, Cloyne and Ross",048041002,8,8,5,240
048064006,ROI small area,"Cork, Cloyne and Ross",048064006,2,1,5,173
048051006,ROI small area,"Cork, Cloyne and Ross",048051006,1,5,1,190
047298016,ROI small area,"Cork, Cloyne and Ross",047298016,30,46,11,533
128005004,ROI small area,"Tuam, Limerick and Killaloe",128005004,3,23,9,110
127106001,ROI small area,"Tuam, Limerick and Killaloe",127106001,0,5,0,162
128032001,ROI small area,"Tuam, Limerick and Killaloe",128032001,22,24,8,211
037057020,ROI small area,"Tuam, Limerick and Killaloe",037057020,0,4,9,175
037057027,ROI small area,"Tuam, Limerick and Killaloe",037057027,46,20,12,220
048061007,ROI small area,"Cork, Cloyne and Ross",048061007,0,0,0,132
048062010,ROI small area,"Cork, Cloyne and Ross",048062010,2,2,6,283
048041005,ROI small area,"Cork, Cloyne and Ross",048041005,0,10,9,244
037057061,ROI small area,"Tuam, Limerick and Killaloe",037057061,30,4,15,222
037057069/037057070,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037057044,ROI small area,"Tuam, Limerick and Killaloe",037057044,4,10,15,186
128001006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
128001016,ROI small area,"Tuam, Limerick and Killaloe",128001016,3,7,3,169
128001005,ROI small area,"Tuam, Limerick and Killaloe",128001005,0,0,6,214
128001014,ROI small area,"Tuam, Limerick and Killaloe",128001014,0,1,2,256
037057012,ROI small area,"Tuam, Limerick and Killaloe",037057012,6,11,6,234
037057003,ROI small area,"Tuam, Limerick and Killaloe",037057003,7,13,16,189
037057001/037057002,ROI small area,"Tuam, Limerick and Killaloe",037057001/037057002,2,5,8,165
047324007,ROI small area,"Cork, Cloyne and Ross",047324007,4,7,10,133
047246011,ROI small area,"Cork, Cloyne and Ross",047246011,6,1,1,203
047246010,ROI small area,"Cork, Cloyne and Ross",047246010,15,1,5,162
047324009,ROI small area,"Cork, Cloyne and Ross",047324009,4,13,4,206
047324010,ROI small area,"Cork, Cloyne and Ross",047324010,4,19,3,265
047324024,ROI small area,"Cork, Cloyne and Ross",047324024,15,3,21,287
047178018,ROI small area,"Cork, Cloyne and Ross",047178018,4,55,25,205
047324012,ROI small area,"Cork, Cloyne and Ross",047324012,21,16,3,225
047324020,ROI small area,"Cork, Cloyne and Ross",047324020,10,17,8,360
128001017,ROI small area,"Tuam, Limerick and Killaloe",128001017,0,3,0,336
128001013,ROI small area,"Tuam, Limerick and Killaloe",128001013,7,1,7,327
047016032,ROI small area,"Cork, Cloyne and Ross",047016032,0,7,11,285
047016035,ROI small area,"Cork, Cloyne and Ross",047016035,2,11,7,275
047235024/02,ROI small area,"Cork, Cloyne and Ross",047235024/02,5,25,7,318
047178009,ROI small area,"Cork, Cloyne and Ross",047178009,14,25,4,136
048064009,ROI small area,"Cork, Cloyne and Ross",048064009,4,11,6,199
047298012,ROI small area,"Cork, Cloyne and Ross",047298012,0,0,7,330
047298008,ROI small area,"Cork, Cloyne and Ross",047298008,0,1,3,372
047277005,ROI small area,"Cork, Cloyne and Ross",047277005,17,30,5,469
047246005,ROI small area,"Cork, Cloyne and Ross",047246005,1,11,6,353
047246001,ROI small area,"Cork, Cloyne and Ross",047246001,5,13,0,234
047246008,ROI small area,"Cork, Cloyne and Ross",047246008,6,14,0,217
048061004,ROI small area,"Cork, Cloyne and Ross",048061004,1,1,3,207
128001003,ROI small area,"Tuam, Limerick and Killaloe",128001003,0,0,0,283
128001007,ROI small area,"Tuam, Limerick and Killaloe",128001007,2,1,2,210
037057028,ROI small area,"Tuam, Limerick and Killaloe",037057028,0,11,0,225
128023002,ROI small area,"Tuam, Limerick and Killaloe",128023002,0,5,1,227
128037003,ROI small area,"Tuam, Limerick and Killaloe",128037003,7,5,7,434
048039008,ROI small area,"Cork, Cloyne and Ross",048039008,8,11,1,267
048023007,ROI small area,"Cork, Cloyne and Ross",048023007,0,2,1,301
128024005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
128036008,ROI small area,"Tuam, Limerick and Killaloe",128036008,4,3,4,289
128001008,ROI small area,"Tuam, Limerick and Killaloe",128001008,0,9,5,373
047091003,ROI small area,"Cork, Cloyne and Ross",047091003,1,22,1,243
127026009,ROI small area,"Tuam, Limerick and Killaloe",127026009,2,16,8,195
127026032,ROI small area,"Tuam, Limerick and Killaloe",127026032,4,32,2,264
048003002,ROI small area,"Cork, Cloyne and Ross",048003002,1,2,6,215
048044002,ROI small area,"Cork, Cloyne and Ross",048044002,7,0,0,237
047129004,ROI small area,"Cork, Cloyne and Ross",047129004,6,2,7,360
047087001,ROI small area,"Cork, Cloyne and Ross",047087001,2,3,4,243
047091004,ROI small area,"Cork, Cloyne and Ross",047091004,9,24,7,346
047060009,ROI small area,"Cork, Cloyne and Ross",047060009,3,9,7,169
047027004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047090009,ROI small area,"Cork, Cloyne and Ross",047090009,3,1,1,234
047090006,ROI small area,"Cork, Cloyne and Ross",047090006,0,5,7,268
047090010,ROI small area,"Cork, Cloyne and Ross",047090010,17,7,19,189
077043003,ROI small area,"Tuam, Limerick and Killaloe",077043003,0,0,5,208
077023003,ROI small area,"Tuam, Limerick and Killaloe",077023003,0,0,1,211
077136006,ROI small area,"Tuam, Limerick and Killaloe",077136006,5,7,1,275
077160027,ROI small area,"Tuam, Limerick and Killaloe",077160027,0,5,3,305
047016005,ROI small area,"Cork, Cloyne and Ross",047016005,5,12,7,294
047250007,ROI small area,"Cork, Cloyne and Ross",047250007,0,1,1,185
047072017,ROI small area,"Cork, Cloyne and Ross",047072017,0,7,5,310
128017003,ROI small area,"Tuam, Limerick and Killaloe",128017003,10,6,10,214
128011002,ROI small area,"Tuam, Limerick and Killaloe",128011002,2,8,4,209
048050003,ROI small area,"Cork, Cloyne and Ross",048050003,2,3,9,290
048005001,ROI small area,"Cork, Cloyne and Ross",048005001,0,0,3,185
047235027,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047235007,ROI small area,"Cork, Cloyne and Ross",047235007,0,9,1,209
047235021,ROI small area,"Cork, Cloyne and Ross",047235021,11,4,6,188
048070005,ROI small area,"Cork, Cloyne and Ross",048070005,0,9,4,301
047132015,ROI small area,"Cork, Cloyne and Ross",047132015,0,0,0,199
047132019,ROI small area,"Cork, Cloyne and Ross",047132019,6,4,3,240
128010002,ROI small area,"Tuam, Limerick and Killaloe",128010002,7,3,12,204
037009019,ROI small area,"Tuam, Limerick and Killaloe",037009019,1,6,1,260
128013001,ROI small area,"Tuam, Limerick and Killaloe",128013001,5,11,6,54
127026008,ROI small area,"Tuam, Limerick and Killaloe",127026008,5,13,20,179
127026029,ROI small area,"Tuam, Limerick and Killaloe",127026029,2,13,3,341
077161017,ROI small area,"Tuam, Limerick and Killaloe",077161017,4,5,5,232
077161018,ROI small area,"Tuam, Limerick and Killaloe",077161018,4,7,5,163
077160030,ROI small area,"Tuam, Limerick and Killaloe",077160030,7,6,4,302
077102011,ROI small area,"Tuam, Limerick and Killaloe",077102011,33,7,16,248
077101003,ROI small area,"Tuam, Limerick and Killaloe",077101003,0,1,4,266
077101008,ROI small area,"Tuam, Limerick and Killaloe",077101008,1,5,11,302
048056002,ROI small area,"Cork, Cloyne and Ross",048056002,10,22,21,165
048026002,ROI small area,"Cork, Cloyne and Ross",048026002,17,19,16,385
048012001,ROI small area,"Cork, Cloyne and Ross",048012001,35,10,6,191
077025006,ROI small area,"Tuam, Limerick and Killaloe",077025006,3,10,11,243
077161011,ROI small area,"Tuam, Limerick and Killaloe",077161011,13,5,5,210
117009007,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
027083003,ROI small area,"Kilmore, Elphin and Ardagh",027083003,0,2,1,206
167017004,ROI small area,Meath and Kildare,167017004,4,7,10,297
217166009,ROI small area,"Tuam, Limerick and Killaloe",217166009,1,1,4,203
047243015,ROI small area,"Cork, Cloyne and Ross",047243015,0,12,6,306
047243010,ROI small area,"Cork, Cloyne and Ross",047243010,0,4,1,191
077160063,ROI small area,"Tuam, Limerick and Killaloe",077160063,3,0,8,243
077160050,ROI small area,"Tuam, Limerick and Killaloe",077160050,9,0,1,169
077044014,ROI small area,"Tuam, Limerick and Killaloe",077044014,0,1,1,263
047179002,ROI small area,"Tuam, Limerick and Killaloe",047179002,11,1,4,203
047179007,ROI small area,"Tuam, Limerick and Killaloe",047179007,4,5,6,151
047132050,ROI small area,"Cork, Cloyne and Ross",047132050,0,4,14,251
047277007,ROI small area,"Cork, Cloyne and Ross",047277007,2,4,8,221
047016043,ROI small area,"Cork, Cloyne and Ross",047016043,2,5,7,262
047324006,ROI small area,"Cork, Cloyne and Ross",047324006,3,16,9,259
047246002,ROI small area,"Cork, Cloyne and Ross",047246002,7,0,7,308
077160043,ROI small area,"Tuam, Limerick and Killaloe",077160043,0,6,5,266
127061002,ROI small area,"Cork, Cloyne and Ross",127061002,0,4,5,197
047140007,ROI small area,"Cork, Cloyne and Ross",047140007,0,2,6,185
047245004/02,ROI small area,"Cork, Cloyne and Ross",047245004/02,76,2,13,399
048023010,ROI small area,"Cork, Cloyne and Ross",048023010,0,11,6,196
048019001,ROI small area,"Cork, Cloyne and Ross",048019001,1,1,4,179
217166006,ROI small area,"Tuam, Limerick and Killaloe",217166006,0,0,1,153
077160037,ROI small area,"Tuam, Limerick and Killaloe",077160037,1,24,23,306
077160040,ROI small area,"Tuam, Limerick and Killaloe",077160040,0,8,4,159
077160051,ROI small area,"Tuam, Limerick and Killaloe",077160051,12,11,27,123
077160038,ROI small area,"Tuam, Limerick and Killaloe",077160038,15,39,32,312
077160044,ROI small area,"Tuam, Limerick and Killaloe",077160044,0,6,5,272
077146002,ROI small area,"Tuam, Limerick and Killaloe",077146002,1,1,5,282
077001004,ROI small area,"Tuam, Limerick and Killaloe",077001004,3,0,3,206
077001005,ROI small area,"Tuam, Limerick and Killaloe",077001005,1,4,2,299
048043017,ROI small area,"Cork, Cloyne and Ross",048043017,7,1,7,284
048042012,ROI small area,"Cork, Cloyne and Ross",048042012,11,1,1,305
048043011,ROI small area,"Cork, Cloyne and Ross",048043011,1,4,7,254
217164001,ROI small area,"Tuam, Limerick and Killaloe",217164001,0,1,1,131
217164011,ROI small area,"Tuam, Limerick and Killaloe",217164011,0,2,1,137
217177004,ROI small area,"Tuam, Limerick and Killaloe",217177004,6,23,21,245
217164010,ROI small area,"Tuam, Limerick and Killaloe",217164010,0,2,0,138
217165007,ROI small area,"Tuam, Limerick and Killaloe",217165007,0,0,2,240
217177001,ROI small area,"Tuam, Limerick and Killaloe",217177001,2,18,12,202
217177003,ROI small area,"Tuam, Limerick and Killaloe",217177003,0,7,10,214
077044009,ROI small area,"Tuam, Limerick and Killaloe",077044009,0,2,5,266
077044012,ROI small area,"Tuam, Limerick and Killaloe",077044012,0,4,2,155
047132006,ROI small area,"Cork, Cloyne and Ross",047132006,0,0,2,302
047132079,ROI small area,"Cork, Cloyne and Ross",047132079,1,2,4,232
047243006,ROI small area,"Cork, Cloyne and Ross",047243006,2,5,11,285
047132074,ROI small area,"Cork, Cloyne and Ross",047132074,0,11,6,223
047132055,ROI small area,"Cork, Cloyne and Ross",047132055,27,8,20,300
047132051,ROI small area,"Cork, Cloyne and Ross",047132051,2,19,18,119
048014002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047016045,ROI small area,"Cork, Cloyne and Ross",047016045,11,90,14,612
048013003,ROI small area,"Cork, Cloyne and Ross",048013003,1,1,3,187
047016056,ROI small area,"Cork, Cloyne and Ross",047016056,1,1,3,191
047016039,ROI small area,"Cork, Cloyne and Ross",047016039,8,18,20,626
047132054,ROI small area,"Cork, Cloyne and Ross",047132054,0,1,2,236
047132053,ROI small area,"Cork, Cloyne and Ross",047132053,8,4,3,260
047054020,ROI small area,"Cork, Cloyne and Ross",047054020,4,4,9,298
047298015,ROI small area,"Cork, Cloyne and Ross",047298015,1,6,4,331
047170005,ROI small area,"Tuam, Limerick and Killaloe",047170005,8,0,1,270
047064006,ROI small area,"Cork, Cloyne and Ross",047064006,1,4,3,369
047064007,ROI small area,"Cork, Cloyne and Ross",047064007,13,5,2,315
047296003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047243011,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047243008,ROI small area,"Cork, Cloyne and Ross",047243008,51,15,9,291
047243012,ROI small area,"Cork, Cloyne and Ross",047243012,5,4,3,175
167065073,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167065041,ROI small area,Meath and Kildare,167065041,9,5,10,319
167041003,ROI small area,Meath and Kildare,167041003,2,0,10,456
077034003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
217177009,ROI small area,"Tuam, Limerick and Killaloe",217177009,0,10,4,105
217047003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
217135007,ROI small area,"Tuam, Limerick and Killaloe",217135007,4,7,7,362
217136016,ROI small area,"Tuam, Limerick and Killaloe",217136016,2,10,0,162
217136020,ROI small area,"Tuam, Limerick and Killaloe",217136020,4,5,4,134
137013003,ROI small area,"Kilmore, Elphin and Ardagh",137013003,6,0,1,175
137029002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
237090001,ROI small area,"Kilmore, Elphin and Ardagh",237090001,0,0,6,173
047243002/047243004,ROI small area,"Cork, Cloyne and Ross",047243002/047243004,1,1,4,236
048003004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047096019,ROI small area,"Cork, Cloyne and Ross",047096019,0,6,1,383
047136004,ROI small area,"Cork, Cloyne and Ross",047136004,0,12,2,109
047320002,ROI small area,"Cork, Cloyne and Ross",047320002,1,6,7,312
048023004,ROI small area,"Cork, Cloyne and Ross",048023004,0,0,3,318
048070009,ROI small area,"Cork, Cloyne and Ross",048070009,4,9,1,191
048002005,ROI small area,"Cork, Cloyne and Ross",048002005,0,3,1,263
048043001,ROI small area,"Cork, Cloyne and Ross",048043001,2,8,5,202
048043010,ROI small area,"Cork, Cloyne and Ross",048043010,9,2,3,274
048042018,ROI small area,"Cork, Cloyne and Ross",048042018,2,0,4,252
077106004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047300004,ROI small area,"Cork, Cloyne and Ross",047300004,0,2,0,208
077089011,ROI small area,"Tuam, Limerick and Killaloe",077089011,0,3,2,202
047016012,ROI small area,"Cork, Cloyne and Ross",047016012,1,7,4,192
047016014,ROI small area,"Cork, Cloyne and Ross",047016014,1,2,1,371
048007001,ROI small area,"Cork, Cloyne and Ross",048007001,7,18,5,250
048008014,ROI small area,"Cork, Cloyne and Ross",048008014,0,12,8,264
077102031,ROI small area,"Tuam, Limerick and Killaloe",077102031,0,4,4,223
077102028,ROI small area,"Tuam, Limerick and Killaloe",077102028,2,12,12,222
077102025,ROI small area,"Tuam, Limerick and Killaloe",077102025,7,8,2,232
077101022,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077106009,ROI small area,"Tuam, Limerick and Killaloe",077106009,0,6,0,212
077106012,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
027004001,ROI small area,"Kilmore, Elphin and Ardagh",027004001,0,0,1,199
027004012,ROI small area,"Kilmore, Elphin and Ardagh",027004012,0,0,5,137
027073006,ROI small area,"Kilmore, Elphin and Ardagh",027073006,6,1,5,331
167069003,ROI small area,Meath and Kildare,167069003,4,4,3,367
167052001,ROI small area,Meath and Kildare,167052001,0,0,0,235
067059005,ROI small area,"Tuam, Limerick and Killaloe",067059005,0,3,3,167
157139007,ROI small area,"Tuam, Limerick and Killaloe",157139007,0,0,2,181
157116003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157039001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157017001,ROI small area,"Tuam, Limerick and Killaloe",157017001,0,6,1,241
077136007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077138002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047096018,ROI small area,"Cork, Cloyne and Ross",047096018,1,6,7,325
047096008,ROI small area,"Cork, Cloyne and Ross",047096008,46,18,8,231
047096003,ROI small area,"Cork, Cloyne and Ross",047096003,0,8,3,206
047096012,ROI small area,"Cork, Cloyne and Ross",047096012,0,1,1,161
047096016,ROI small area,"Cork, Cloyne and Ross",047096016,5,14,3,279
048048004,ROI small area,"Cork, Cloyne and Ross",048048004,0,0,9,212
047277019,ROI small area,"Cork, Cloyne and Ross",047277019,0,0,6,219
048042006,ROI small area,"Cork, Cloyne and Ross",048042006,8,2,4,257
047277024,ROI small area,"Cork, Cloyne and Ross",047277024,2,2,3,223
048043018,ROI small area,"Cork, Cloyne and Ross",048043018,6,55,26,326
047245009,ROI small area,"Cork, Cloyne and Ross",047245009,37,5,11,258
037078002,ROI small area,"Tuam, Limerick and Killaloe",037078002,0,0,1,255
037150005,ROI small area,"Tuam, Limerick and Killaloe",037150005,0,1,4,153
037150004,ROI small area,"Tuam, Limerick and Killaloe",037150004,0,4,3,225
037150003,ROI small area,"Tuam, Limerick and Killaloe",037150003,1,5,17,269
068003054,ROI small area,"Tuam, Limerick and Killaloe",068003054,4,0,10,191
068004014,ROI small area,"Tuam, Limerick and Killaloe",068004014,4,68,10,179
068010020,ROI small area,"Tuam, Limerick and Killaloe",068010020,2,28,5,229
068004001,ROI small area,"Tuam, Limerick and Killaloe",068004001,10,5,9,254
068004009,ROI small area,"Tuam, Limerick and Killaloe",068004009,8,6,11,185
068003052,ROI small area,"Tuam, Limerick and Killaloe",068003052,0,8,1,185
067213001,ROI small area,"Tuam, Limerick and Killaloe",067213001,0,6,2,212
067057008,ROI small area,"Tuam, Limerick and Killaloe",067057008,4,2,7,210
068016002,ROI small area,"Tuam, Limerick and Killaloe",068016002,0,16,9,237
068022004,ROI small area,"Tuam, Limerick and Killaloe",068022004,10,35,19,305
067184002,ROI small area,"Tuam, Limerick and Killaloe",067184002,9,21,3,190
068013007,ROI small area,"Tuam, Limerick and Killaloe",068013007,3,25,10,301
068010013,ROI small area,"Tuam, Limerick and Killaloe",068010013,2,1,2,159
047105002,ROI small area,"Cork, Cloyne and Ross",047105002,0,4,8,498
047105006,ROI small area,"Cork, Cloyne and Ross",047105006,7,0,3,268
047023006,ROI small area,"Cork, Cloyne and Ross",047023006,0,0,0,150
047023005,ROI small area,"Cork, Cloyne and Ross",047023005,0,1,4,170
047023001,ROI small area,"Cork, Cloyne and Ross",047023001,0,5,9,269
047173006,ROI small area,"Cork, Cloyne and Ross",047173006,5,6,6,309
047202001,ROI small area,"Cork, Cloyne and Ross",047202001,12,1,0,259
067106003,ROI small area,"Tuam, Limerick and Killaloe",067106003,0,16,0,291
067106006,ROI small area,"Tuam, Limerick and Killaloe",067106006,25,9,3,367
068005001/068005003,ROI small area,"Tuam, Limerick and Killaloe",068005001/068005003,0,0,5,155
047159003,ROI small area,"Cork, Cloyne and Ross",047159003,5,4,3,227
217009006,ROI small area,"Tuam, Limerick and Killaloe",217009006,0,1,2,208
217009005,ROI small area,"Tuam, Limerick and Killaloe",217009005,0,1,3,195
068021005,ROI small area,"Tuam, Limerick and Killaloe",068021005,2,8,0,198
068019007,ROI small area,"Tuam, Limerick and Killaloe",068019007,2,9,9,432
068001047,ROI small area,"Tuam, Limerick and Killaloe",068001047,70,11,4,175
068001024,ROI small area,"Tuam, Limerick and Killaloe",068001024,74,19,12,334
068001038,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
227086004,ROI small area,"Cork, Cloyne and Ross",227086004,0,2,21,231
227089002,ROI small area,"Cork, Cloyne and Ross",227089002,1,6,2,206
047278005,ROI small area,"Cork, Cloyne and Ross",047278005,3,0,3,200
047323033,ROI small area,"Cork, Cloyne and Ross",047323033,1,5,2,162
047323002,ROI small area,"Cork, Cloyne and Ross",047323002,0,1,5,288
047323014,ROI small area,"Cork, Cloyne and Ross",047323014,0,0,9,176
068014003,ROI small area,"Tuam, Limerick and Killaloe",068014003,2,11,6,131
067184007,ROI small area,"Tuam, Limerick and Killaloe",067184007,0,8,2,333
068006014,ROI small area,"Tuam, Limerick and Killaloe",068006014,5,10,9,243
068020002,ROI small area,"Tuam, Limerick and Killaloe",068020002,4,8,10,227
037045003,ROI small area,"Tuam, Limerick and Killaloe",037045003,4,5,9,357
037051003,ROI small area,"Tuam, Limerick and Killaloe",037051003,0,4,4,159
067154003,ROI small area,"Tuam, Limerick and Killaloe",067154003,0,0,3,261
068007012,ROI small area,"Tuam, Limerick and Killaloe",068007012,0,5,6,85
068005002,ROI small area,"Tuam, Limerick and Killaloe",068005002,3,14,5,189
068009002,ROI small area,"Tuam, Limerick and Killaloe",068009002,8,4,1,221
068001019,ROI small area,"Tuam, Limerick and Killaloe",068001019,3,12,8,144
067057002,ROI small area,"Tuam, Limerick and Killaloe",067057002,1,7,1,181
067057005,ROI small area,"Tuam, Limerick and Killaloe",067057005,1,3,9,326
187036020,ROI small area,Meath and Kildare,187036020,0,6,7,273
237068001,ROI small area,Meath and Kildare,237068001,18,6,9,226
067048002,ROI small area,"Tuam, Limerick and Killaloe",067048002,0,1,0,217
067185010,ROI small area,"Tuam, Limerick and Killaloe",067185010,1,2,10,205
047258010,ROI small area,"Cork, Cloyne and Ross",047258010,4,1,8,208
047258022,ROI small area,"Cork, Cloyne and Ross",047258022,1,2,5,333
217024003,ROI small area,"Cork, Cloyne and Ross",217024003,0,9,3,297
047322002,ROI small area,"Cork, Cloyne and Ross",047322002,0,16,2,293
047323032,ROI small area,"Cork, Cloyne and Ross",047323032,1,3,4,225
047323006,ROI small area,"Cork, Cloyne and Ross",047323006,0,3,2,297
047271016,ROI small area,"Cork, Cloyne and Ross",047271016,0,2,0,217
047107023,ROI small area,"Cork, Cloyne and Ross",047107023,0,2,0,316
047151002,ROI small area,"Cork, Cloyne and Ross",047151002,4,2,4,237
067185012,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047107021,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
