area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
037082004,ROI small area,"Tuam, Limerick and Killaloe",037082004,266,4,24,2
037007003,ROI small area,"Tuam, Limerick and Killaloe",037007003,185,10,28,5
067217006,ROI small area,"Tuam, Limerick and Killaloe",067217006,294,10,15,8
067213006,ROI small area,"Tuam, Limerick and Killaloe",067213006,181,7,31,28
067202003,ROI small area,"Tuam, Limerick and Killaloe",067202003,217,9,33,28
067213005,ROI small area,"Tuam, Limerick and Killaloe",067213005,209,7,51,10
067213004,ROI small area,"Tuam, Limerick and Killaloe",067213004,333,26,81,12
067213007,ROI small area,"Tuam, Limerick and Killaloe",067213007,182,6,33,9
067217004,ROI small area,"Tuam, Limerick and Killaloe",067217004,425,11,90,14
067213008,ROI small area,"Tuam, Limerick and Killaloe",067213008,145,6,40,15
067217007,ROI small area,"Tuam, Limerick and Killaloe",067217007,299,18,67,14
047071007,ROI small area,"Cork, Cloyne and Ross",047071007,110,14,48,6
047303002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047071004/01,ROI small area,"Cork, Cloyne and Ross",047071004/01,220,44,31,12
047303006,ROI small area,"Cork, Cloyne and Ross",047303006,133,25,46,4
047303009,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047303013,ROI small area,"Cork, Cloyne and Ross",047303013,251,36,96,9
047072002,ROI small area,"Cork, Cloyne and Ross",047072002,135,15,27,1
047261001,ROI small area,"Cork, Cloyne and Ross",047261001,268,37,44,11
127120005,ROI small area,"Tuam, Limerick and Killaloe",127120005,188,10,9,11
127130001,ROI small area,"Tuam, Limerick and Killaloe",127130001,178,10,33,1
127044003,ROI small area,"Tuam, Limerick and Killaloe",127044003,232,10,9,5
127018003,ROI small area,"Tuam, Limerick and Killaloe",127018003,198,10,18,2
127018001,ROI small area,"Tuam, Limerick and Killaloe",127018001,310,17,38,7
127018028/02,ROI small area,"Tuam, Limerick and Killaloe",127018028/02,189,66,65,10
127018044,ROI small area,"Tuam, Limerick and Killaloe",127018044,157,22,32,9
127130004,ROI small area,"Tuam, Limerick and Killaloe",127130004,179,5,20,9
127018038,ROI small area,"Tuam, Limerick and Killaloe",127018038,276,38,34,7
127130006,ROI small area,"Tuam, Limerick and Killaloe",127130006,200,4,26,11
127018057,ROI small area,"Tuam, Limerick and Killaloe",127018057,211,55,43,15
127106003,ROI small area,"Tuam, Limerick and Killaloe",127106003,226,8,19,14
127106004,ROI small area,"Tuam, Limerick and Killaloe",127106004,277,51,58,13
127036002,ROI small area,"Tuam, Limerick and Killaloe",127036002,224,25,22,21
127036001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127036004,ROI small area,"Tuam, Limerick and Killaloe",127036004,331,36,52,27
127036005,ROI small area,"Tuam, Limerick and Killaloe",127036005,262,26,58,19
127047003,ROI small area,"Tuam, Limerick and Killaloe",127047003,131,14,32,14
037079002,ROI small area,"Tuam, Limerick and Killaloe",037079002,176,5,19,9
147035011,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
147035025,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
077145002,ROI small area,"Tuam, Limerick and Killaloe",077145002,103,5,8,0
067185005,ROI small area,"Tuam, Limerick and Killaloe",067185005,231,15,40,18
067217002,ROI small area,"Tuam, Limerick and Killaloe",067217002,233,18,50,8
067140004,ROI small area,"Tuam, Limerick and Killaloe",067140004,202,7,43,7
237065004,ROI small area,Meath and Kildare,237065004,234,36,25,63
237087002,ROI small area,Meath and Kildare,237087002,307,17,23,3
237036001,ROI small area,Meath and Kildare,237036001,197,10,36,17
237091002,ROI small area,Meath and Kildare,237091002,194,14,22,6
167036001,ROI small area,Meath and Kildare,167036001,228,14,25,10
167046007,ROI small area,Meath and Kildare,167046007,147,9,20,1
237030001,ROI small area,Meath and Kildare,237030001,180,5,34,14
237030002,ROI small area,Meath and Kildare,237030002,210,7,8,11
027067001,ROI small area,Meath and Kildare,027067001,166,10,7,9
177044002,ROI small area,Meath and Kildare,177044002,185,18,16,3
177044001,ROI small area,Meath and Kildare,177044001,205,99,28,9
077165002,ROI small area,"Tuam, Limerick and Killaloe",077165002,66,11,20,8
077035001,ROI small area,"Tuam, Limerick and Killaloe",077035001,114,6,11,7
077073003,ROI small area,"Tuam, Limerick and Killaloe",077073003,59,2,22,1
077082002,ROI small area,"Tuam, Limerick and Killaloe",077082002,69,7,30,10
077166002,ROI small area,"Tuam, Limerick and Killaloe",077166002,74,8,30,0
077082001,ROI small area,"Tuam, Limerick and Killaloe",077082001,79,6,33,0
077132001,ROI small area,"Tuam, Limerick and Killaloe",077132001,61,6,33,0
077108001/077108005,ROI small area,"Tuam, Limerick and Killaloe",077108001/077108005,90,7,17,8
077108004,ROI small area,"Tuam, Limerick and Killaloe",077108004,77,5,23,3
077108002,ROI small area,"Tuam, Limerick and Killaloe",077108002,122,7,16,5
077082007,ROI small area,"Tuam, Limerick and Killaloe",077082007,123,11,36,2
047163003,ROI small area,"Cork, Cloyne and Ross",047163003,43,3,9,4
047313007/047313008/047313009,ROI small area,"Cork, Cloyne and Ross",047313007/047313008/047313009,126,21,54,7
037103006,ROI small area,"Tuam, Limerick and Killaloe",037103006,289,6,61,4
027079001,ROI small area,"Kilmore, Elphin and Ardagh",027079001,199,25,20,4
027079002,ROI small area,"Kilmore, Elphin and Ardagh",027079002,179,17,12,26
177063001,ROI small area,"Kilmore, Elphin and Ardagh",177063001,208,22,7,3
027064002,ROI small area,"Kilmore, Elphin and Ardagh",027064002,231,25,19,1
027079003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
177027001,ROI small area,"Kilmore, Elphin and Ardagh",177027001,284,21,9,9
177037001,ROI small area,Meath and Kildare,177037001,173,10,20,8
167001002,ROI small area,Meath and Kildare,167001002,181,19,10,12
047265003,ROI small area,"Cork, Cloyne and Ross",047265003,101,9,25,1
047265001,ROI small area,"Cork, Cloyne and Ross",047265001,102,5,20,16
047232003,ROI small area,"Cork, Cloyne and Ross",047232003,114,11,29,13
127027006,ROI small area,"Tuam, Limerick and Killaloe",127027006,143,4,29,29
127027001,ROI small area,"Tuam, Limerick and Killaloe",127027001,143,20,77,44
127027002,ROI small area,"Tuam, Limerick and Killaloe",127027002,185,14,28,6
037009006,ROI small area,"Tuam, Limerick and Killaloe",037009006,174,13,42,6
037009009,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127027015,ROI small area,"Tuam, Limerick and Killaloe",127027015,197,13,38,8
127027011/01,ROI small area,"Tuam, Limerick and Killaloe",127027011/01,170,3,23,16
127041003,ROI small area,"Tuam, Limerick and Killaloe",127041003,249,30,82,28
127041002,ROI small area,"Tuam, Limerick and Killaloe",127041002,130,4,28,10
137054002,ROI small area,"Kilmore, Elphin and Ardagh",137054002,132,0,8,13
037143005,ROI small area,"Tuam, Limerick and Killaloe",037143005,268,44,31,5
037120004,ROI small area,"Tuam, Limerick and Killaloe",037120004,300,16,67,5
037140002,ROI small area,"Tuam, Limerick and Killaloe",037140002,179,6,43,1
127106007,ROI small area,"Tuam, Limerick and Killaloe",127106007,182,22,17,227
127026010,ROI small area,"Tuam, Limerick and Killaloe",127026010,45,13,23,97
067097001,ROI small area,"Tuam, Limerick and Killaloe",067097001,246,16,63,13
067032009,ROI small area,"Tuam, Limerick and Killaloe",067032009,220,21,69,6
067032002,ROI small area,"Tuam, Limerick and Killaloe",067032002,316,10,50,9
067032007,ROI small area,"Tuam, Limerick and Killaloe",067032007,138,10,31,7
068008001,ROI small area,"Tuam, Limerick and Killaloe",068008001,132,11,54,13
127027011/02,ROI small area,"Tuam, Limerick and Killaloe",127027011/02,173,12,24,8
217139003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037080004,ROI small area,"Tuam, Limerick and Killaloe",037080004,196,7,35,8
037142002,ROI small area,"Tuam, Limerick and Killaloe",037142002,105,3,34,32
037142005,ROI small area,"Tuam, Limerick and Killaloe",037142005,117,16,20,156
037142004,ROI small area,"Tuam, Limerick and Killaloe",037142004,106,3,18,55
068004013,ROI small area,"Tuam, Limerick and Killaloe",068004013,288,99,60,97
037121002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037059004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037059007/037059009,ROI small area,"Tuam, Limerick and Killaloe",037059007/037059009,250,9,36,55
037086001/037086002,ROI small area,"Tuam, Limerick and Killaloe",037086001/037086002,93,6,31,10
067217001,ROI small area,"Tuam, Limerick and Killaloe",067217001,263,20,58,19
027069001,ROI small area,"Kilmore, Elphin and Ardagh",027069001,137,1,2,4
027069002,ROI small area,"Kilmore, Elphin and Ardagh",027069002,152,7,12,14
117066001,ROI small area,"Kilmore, Elphin and Ardagh",117066001,155,10,12,6
117066002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117004002,ROI small area,"Kilmore, Elphin and Ardagh",117004002,142,1,12,5
117038001,ROI small area,"Kilmore, Elphin and Ardagh",117038001,194,7,21,0
117038002,ROI small area,"Kilmore, Elphin and Ardagh",117038002,131,4,11,1
117009005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117060001,ROI small area,"Kilmore, Elphin and Ardagh",117060001,176,5,24,1
117033001,ROI small area,"Kilmore, Elphin and Ardagh",117033001,123,9,15,6
117009002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117032001,ROI small area,"Kilmore, Elphin and Ardagh",117032001,144,3,26,5
137050001,ROI small area,"Kilmore, Elphin and Ardagh",137050001,145,1,7,4
137050002,ROI small area,"Kilmore, Elphin and Ardagh",137050002,130,7,12,1
027002003,ROI small area,"Kilmore, Elphin and Ardagh",027002003,148,21,21,15
027002001,ROI small area,"Kilmore, Elphin and Ardagh",027002001,71,93,21,4
027002004,ROI small area,"Kilmore, Elphin and Ardagh",027002004,131,8,9,6
037078004,ROI small area,"Tuam, Limerick and Killaloe",037078004,153,3,20,3
037080003,ROI small area,"Tuam, Limerick and Killaloe",037080003,175,12,45,8
068002002,ROI small area,"Tuam, Limerick and Killaloe",068002002,198,17,70,43
068001013,ROI small area,"Tuam, Limerick and Killaloe",068001013,252,21,62,64
167028018,ROI small area,Meath and Kildare,167028018,283,30,37,26
167028010,ROI small area,Meath and Kildare,167028010,178,37,13,8
167028005,ROI small area,Meath and Kildare,167028005,279,28,28,5
047033007,ROI small area,"Cork, Cloyne and Ross",047033007,169,45,35,19
047033005,ROI small area,"Cork, Cloyne and Ross",047033005,217,18,12,10
047186004,ROI small area,"Cork, Cloyne and Ross",047186004,233,24,24,3
047177008,ROI small area,"Cork, Cloyne and Ross",047177008,240,20,36,3
047221020,ROI small area,"Cork, Cloyne and Ross",047221020,154,22,55,6
047221009,ROI small area,"Cork, Cloyne and Ross",047221009,79,13,57,9
067009004,ROI small area,"Tuam, Limerick and Killaloe",067009004,187,5,22,29
067009007,ROI small area,"Tuam, Limerick and Killaloe",067009007,200,9,39,12
067009005,ROI small area,"Tuam, Limerick and Killaloe",067009005,142,16,27,6
067009002,ROI small area,"Tuam, Limerick and Killaloe",067009002,259,7,39,12
167028012,ROI small area,Meath and Kildare,167028012,285,22,35,7
077131002/077131003,ROI small area,"Tuam, Limerick and Killaloe",077131002/077131003,100,10,30,9
077075005,ROI small area,"Tuam, Limerick and Killaloe",077075005,172,11,31,13
167041004,ROI small area,Meath and Kildare,167041004,317,29,62,17
167081006,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
027063004,ROI small area,Meath and Kildare,027063004,203,13,19,16
147001001,ROI small area,Meath and Kildare,147001001,322,12,45,11
147001003,ROI small area,Meath and Kildare,147001003,220,3,22,16
087029011,ROI small area,Meath and Kildare,087029011,83,10,23,4
047042006,ROI small area,"Cork, Cloyne and Ross",047042006,94,13,31,8
047042014,ROI small area,"Cork, Cloyne and Ross",047042014,255,34,45,12
047294007,ROI small area,"Cork, Cloyne and Ross",047294007,201,39,48,12
047294008,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047294012,ROI small area,"Cork, Cloyne and Ross",047294012,98,9,11,7
047057004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047282004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
067211016,ROI small area,"Tuam, Limerick and Killaloe",067211016,346,58,51,5
067093004,ROI small area,"Tuam, Limerick and Killaloe",067093004,117,8,10,5
067093001,ROI small area,"Tuam, Limerick and Killaloe",067093001,191,24,19,7
157047004,ROI small area,"Tuam, Limerick and Killaloe",157047004,236,4,6,2
157015005,ROI small area,"Tuam, Limerick and Killaloe",157015005,235,20,15,6
157016019,ROI small area,"Tuam, Limerick and Killaloe",157016019,114,5,23,5
157011003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157015003,ROI small area,"Tuam, Limerick and Killaloe",157015003,365,34,25,14
157116005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157116006,ROI small area,"Tuam, Limerick and Killaloe",157116006,145,6,16,7
157104003,ROI small area,"Tuam, Limerick and Killaloe",157104003,83,3,19,3
157063001,ROI small area,"Tuam, Limerick and Killaloe",157063001,156,3,28,7
157152006,ROI small area,"Tuam, Limerick and Killaloe",157152006,137,4,22,9
157152005,ROI small area,"Tuam, Limerick and Killaloe",157152005,135,14,32,5
157152008/157152009,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157152003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157153009,ROI small area,"Tuam, Limerick and Killaloe",157153009,194,9,52,5
157153001,ROI small area,"Tuam, Limerick and Killaloe",157153001,217,7,48,7
157152004,ROI small area,"Tuam, Limerick and Killaloe",157152004,163,12,29,5
157153002,ROI small area,"Tuam, Limerick and Killaloe",157153002,342,19,72,53
157152002,ROI small area,"Tuam, Limerick and Killaloe",157152002,369,19,67,7
157153024,ROI small area,"Tuam, Limerick and Killaloe",157153024,281,25,77,28
157053001,ROI small area,"Tuam, Limerick and Killaloe",157053001,225,18,25,4
047042015,ROI small area,"Cork, Cloyne and Ross",047042015,169,26,52,5
047042012,ROI small area,"Cork, Cloyne and Ross",047042012,147,20,29,20
047221010,ROI small area,"Cork, Cloyne and Ross",047221010,120,9,29,6
077065004,ROI small area,"Tuam, Limerick and Killaloe",077065004,140,14,44,3
047034001,ROI small area,"Cork, Cloyne and Ross",047034001,177,13,39,41
047146003,ROI small area,"Cork, Cloyne and Ross",047146003,149,12,28,27
077089013,ROI small area,"Tuam, Limerick and Killaloe",077089013,158,16,30,16
077089017,ROI small area,"Tuam, Limerick and Killaloe",077089017,114,36,26,7
047210002,ROI small area,"Cork, Cloyne and Ross",047210002,184,22,52,14
027008009,ROI small area,"Kilmore, Elphin and Ardagh",027008009,214,67,32,35
077102016,ROI small area,"Tuam, Limerick and Killaloe",077102016,317,56,77,66
127026043,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127018062,ROI small area,"Tuam, Limerick and Killaloe",127018062,145,53,52,32
128005009,ROI small area,"Tuam, Limerick and Killaloe",128005009,147,10,33,6
128006006,ROI small area,"Tuam, Limerick and Killaloe",128006006,213,10,35,13
128005007,ROI small area,"Tuam, Limerick and Killaloe",128005007,105,25,37,6
047071004/02,ROI small area,"Cork, Cloyne and Ross",047071004/02,480,56,119,3
207011001,ROI small area,"Kilmore, Elphin and Ardagh",207011001,163,14,9,18
207007002,ROI small area,"Tuam, Limerick and Killaloe",207007002,298,6,42,5
117027004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117063002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117063006,ROI small area,"Kilmore, Elphin and Ardagh",117063006,175,16,14,3
197007002,ROI small area,"Kilmore, Elphin and Ardagh",197007002,204,56,27,9
167087001,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087047003,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087029010,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
077102041,ROI small area,"Tuam, Limerick and Killaloe",077102041,121,37,28,12
047222006,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
157014004,ROI small area,"Tuam, Limerick and Killaloe",157014004,259,16,25,6
167030011,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167030012,ROI small area,Meath and Kildare,167030012,325,27,73,24
167065001,ROI small area,Meath and Kildare,167065001,383,15,31,13
167041006,ROI small area,Meath and Kildare,167041006,236,21,29,9
167006010,ROI small area,Meath and Kildare,167006010,168,5,26,9
167002005,ROI small area,Meath and Kildare,167002005,306,10,40,5
157072004,ROI small area,"Tuam, Limerick and Killaloe",157072004,71,8,24,5
157087004,ROI small area,"Tuam, Limerick and Killaloe",157087004,211,7,21,6
157127006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157086002,ROI small area,"Tuam, Limerick and Killaloe",157086002,146,11,29,5
157069004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077102033,ROI small area,"Tuam, Limerick and Killaloe",077102033,341,44,61,13
077102039,ROI small area,"Tuam, Limerick and Killaloe",077102039,159,27,32,6
047222010,ROI small area,"Cork, Cloyne and Ross",047222010,141,21,54,24
157014005,ROI small area,"Tuam, Limerick and Killaloe",157014005,116,4,20,2
207081025,ROI small area,"Kilmore, Elphin and Ardagh",207081025,226,53,42,6
077102009,ROI small area,"Tuam, Limerick and Killaloe",077102009,270,13,32,11
077101009,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077089012,ROI small area,"Tuam, Limerick and Killaloe",077089012,116,16,41,8
077065002,ROI small area,"Tuam, Limerick and Killaloe",077065002,97,5,21,7
077065009,ROI small area,"Tuam, Limerick and Killaloe",077065009,86,6,31,4
077101007,ROI small area,"Tuam, Limerick and Killaloe",077101007,213,23,27,7
077101004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
027017002,ROI small area,"Kilmore, Elphin and Ardagh",027017002,184,17,23,6
027013007,ROI small area,"Kilmore, Elphin and Ardagh",027013007,55,13,25,19
027013003,ROI small area,"Kilmore, Elphin and Ardagh",027013003,93,20,19,17
157048009,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157048014,ROI small area,"Tuam, Limerick and Killaloe",157048014,161,24,20,11
207081013,ROI small area,"Kilmore, Elphin and Ardagh",207081013,80,45,44,1
207019002,ROI small area,"Kilmore, Elphin and Ardagh",207019002,157,17,21,5
157049007,ROI small area,"Tuam, Limerick and Killaloe",157049007,144,32,33,31
157048003,ROI small area,"Tuam, Limerick and Killaloe",157048003,215,12,23,2
157039005,ROI small area,"Tuam, Limerick and Killaloe",157039005,409,3,25,20
157039004,ROI small area,"Tuam, Limerick and Killaloe",157039004,238,13,29,6
157048016,ROI small area,"Tuam, Limerick and Killaloe",157048016,190,16,25,3
157035005,ROI small area,"Tuam, Limerick and Killaloe",157035005,155,9,23,4
207060005,ROI small area,"Kilmore, Elphin and Ardagh",207060005,129,25,24,11
207060002,ROI small area,"Kilmore, Elphin and Ardagh",207060002,197,12,11,3
207060006,ROI small area,"Kilmore, Elphin and Ardagh",207060006,127,14,24,7
207020001,ROI small area,"Kilmore, Elphin and Ardagh",207020001,165,8,12,2
207026004,ROI small area,"Kilmore, Elphin and Ardagh",207026004,154,7,31,23
077065001,ROI small area,"Tuam, Limerick and Killaloe",077065001,119,27,35,22
047145005,ROI small area,"Cork, Cloyne and Ross",047145005,170,7,41,73
207019007,ROI small area,"Kilmore, Elphin and Ardagh",207019007,138,14,13,4
207037001,ROI small area,"Kilmore, Elphin and Ardagh",207037001,230,19,38,3
207061005,ROI small area,"Kilmore, Elphin and Ardagh",207061005,163,20,30,11
207060004,ROI small area,"Kilmore, Elphin and Ardagh",207060004,164,13,38,2
137011003,ROI small area,"Kilmore, Elphin and Ardagh",137011003,187,15,16,12
077165004/077165005,ROI small area,"Tuam, Limerick and Killaloe",077165004/077165005,181,11,31,21
077035006,ROI small area,"Tuam, Limerick and Killaloe",077035006,91,14,26,10
077035010,ROI small area,"Tuam, Limerick and Killaloe",077035010,119,4,33,9
077065005,ROI small area,"Tuam, Limerick and Killaloe",077065005,208,40,62,10
167039011,ROI small area,Meath and Kildare,167039011,310,40,40,13
167039008,ROI small area,Meath and Kildare,167039008,323,31,53,85
167059002,ROI small area,Meath and Kildare,167059002,196,11,16,2
167068001,ROI small area,Meath and Kildare,167068001,234,22,27,1
167026006,ROI small area,Meath and Kildare,167026006,347,7,21,4
167068003,ROI small area,Meath and Kildare,167068003,359,15,46,14
167065074,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167065075,ROI small area,Meath and Kildare,167065075,401,38,58,13
167065057,ROI small area,Meath and Kildare,167065057,243,44,71,11
157021013,ROI small area,"Tuam, Limerick and Killaloe",157021013,229,30,36,23
157108005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157109004/157109005,ROI small area,"Tuam, Limerick and Killaloe",157109004/157109005,187,6,4,6
077065008,ROI small area,"Tuam, Limerick and Killaloe",077065008,157,26,47,10
047313005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047200005/047200011,ROI small area,"Cork, Cloyne and Ross",047200005/047200011,206,14,43,6
047295005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047148005,ROI small area,"Cork, Cloyne and Ross",047148005,108,21,16,9
047294006,ROI small area,"Cork, Cloyne and Ross",047294006,105,12,36,3
047294005,ROI small area,"Cork, Cloyne and Ross",047294005,140,29,25,17
197096003,ROI small area,"Kilmore, Elphin and Ardagh",197096003,188,21,21,10
117030001,ROI small area,"Kilmore, Elphin and Ardagh",117030001,183,21,36,8
197021006,ROI small area,"Tuam, Limerick and Killaloe",197021006,142,6,14,12
197052005,ROI small area,"Kilmore, Elphin and Ardagh",197052005,214,16,31,12
197052004,ROI small area,"Kilmore, Elphin and Ardagh",197052004,148,24,35,15
047148004,ROI small area,"Cork, Cloyne and Ross",047148004,143,26,45,13
047117004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047117002,ROI small area,"Cork, Cloyne and Ross",047117002,153,14,35,22
047033017,ROI small area,"Cork, Cloyne and Ross",047033017,236,37,47,10
207026002/207026005,ROI small area,"Kilmore, Elphin and Ardagh",207026002/207026005,126,13,32,1
117072001,ROI small area,"Kilmore, Elphin and Ardagh",117072001,202,32,33,28
137027006,ROI small area,"Kilmore, Elphin and Ardagh",137027006,240,21,26,14
117066005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137055002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137035003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137035004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137035005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
027078003,ROI small area,"Kilmore, Elphin and Ardagh",027078003,117,20,5,26
117009003,ROI small area,"Kilmore, Elphin and Ardagh",117009003,174,15,20,39
167006008,ROI small area,Meath and Kildare,167006008,138,5,17,3
047145004,ROI small area,"Cork, Cloyne and Ross",047145004,236,17,37,55
077141003,ROI small area,"Tuam, Limerick and Killaloe",077141003,254,29,44,23
127105018,ROI small area,"Tuam, Limerick and Killaloe",127105018,134,30,35,13
127105020,ROI small area,"Tuam, Limerick and Killaloe",127105020,282,17,51,6
127026041,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047146005,ROI small area,"Cork, Cloyne and Ross",047146005,273,16,38,37
047146004,ROI small area,"Cork, Cloyne and Ross",047146004,211,16,33,20
047145003,ROI small area,"Cork, Cloyne and Ross",047145003,129,34,14,30
077102027,ROI small area,"Tuam, Limerick and Killaloe",077102027,234,29,35,11
077102042,ROI small area,"Tuam, Limerick and Killaloe",077102042,169,43,13,5
167070005,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
027008003,ROI small area,"Kilmore, Elphin and Ardagh",027008003,208,50,34,19
027008011,ROI small area,"Kilmore, Elphin and Ardagh",027008011,172,39,29,11
027012006,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
157105001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157002003,ROI small area,"Tuam, Limerick and Killaloe",157002003,172,8,14,6
047325009,ROI small area,"Cork, Cloyne and Ross",047325009,146,59,47,39
047032004,ROI small area,"Cork, Cloyne and Ross",047032004,226,8,44,5
047239015/02,ROI small area,"Cork, Cloyne and Ross",047239015/02,283,21,61,6
047239011,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
167039013,ROI small area,Meath and Kildare,167039013,263,31,55,1
167081003,ROI small area,Meath and Kildare,167081003,339,7,27,3
027053001,ROI small area,"Kilmore, Elphin and Ardagh",027053001,190,5,4,5
027045001,ROI small area,"Kilmore, Elphin and Ardagh",027045001,202,14,10,0
027061003,ROI small area,"Kilmore, Elphin and Ardagh",027061003,160,44,31,6
027061004,ROI small area,"Kilmore, Elphin and Ardagh",027061004,168,21,36,15
027072005,ROI small area,"Kilmore, Elphin and Ardagh",027072005,157,30,17,19
027024024,ROI small area,"Kilmore, Elphin and Ardagh",027024024,323,51,32,18
027024015,ROI small area,"Kilmore, Elphin and Ardagh",027024015,228,21,22,150
027024023,ROI small area,"Kilmore, Elphin and Ardagh",027024023,149,25,25,5
027024016,ROI small area,"Kilmore, Elphin and Ardagh",027024016,243,45,27,14
117035002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
127026017,ROI small area,"Tuam, Limerick and Killaloe",127026017,333,53,85,25
127026024,ROI small area,"Tuam, Limerick and Killaloe",127026024,242,23,49,11
187069002,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
067173002,ROI small area,"Tuam, Limerick and Killaloe",067173002,182,15,8,6
157141003,ROI small area,"Tuam, Limerick and Killaloe",157141003,150,8,33,9
157148005,ROI small area,"Tuam, Limerick and Killaloe",157148005,114,4,10,8
157120006,ROI small area,"Tuam, Limerick and Killaloe",157120006,187,2,11,2
157148007,ROI small area,"Tuam, Limerick and Killaloe",157148007,124,13,33,10
157144006,ROI small area,"Tuam, Limerick and Killaloe",157144006,220,2,11,6
237035002,ROI small area,Meath and Kildare,237035002,232,29,37,23
237069005,ROI small area,Meath and Kildare,237069005,146,8,19,10
237031001,ROI small area,Meath and Kildare,237031001,257,24,44,26
077104009/077104012,ROI small area,"Tuam, Limerick and Killaloe",077104009/077104012,189,20,43,23
077104011,ROI small area,"Tuam, Limerick and Killaloe",077104011,150,10,28,11
077104010,ROI small area,"Tuam, Limerick and Killaloe",077104010,234,16,14,17
037099001,ROI small area,"Tuam, Limerick and Killaloe",037099001,275,8,40,13
037099003,ROI small area,"Tuam, Limerick and Killaloe",037099003,223,16,32,31
037099007,ROI small area,"Tuam, Limerick and Killaloe",037099007,95,11,14,10
157036002,ROI small area,"Tuam, Limerick and Killaloe",157036002,264,6,13,7
167090013,ROI small area,Meath and Kildare,167090013,244,19,49,12
167090027,ROI small area,Meath and Kildare,167090027,176,40,44,2
167035002/167035005,ROI small area,Meath and Kildare,167035002/167035005,348,29,75,12
167035004,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
127005004,ROI small area,"Tuam, Limerick and Killaloe",127005004,193,24,27,11
037009005,ROI small area,"Tuam, Limerick and Killaloe",037009005,273,28,71,15
037009001,ROI small area,"Tuam, Limerick and Killaloe",037009001,208,11,38,10
